CATEGORIES,LOCATION,UID,TRANSP,DTSTART,DTEND,CREATED,LAST-MODIFIED,SUMMARY,DESCRIPTION,COMMENT,XRDDATA,XRDREST,XRDSOURCEID,XRDDOKID,XRDDOKRELID,XRDDTSTARTSTATUS,XRDSOURCE,XRDRM,XRDSORT
"kammaren,interpellationsdebatt,Interpellationsdebatter,kamm",Kammaren,RDHDC120260624ip,TRANSPARENT,20260624T090000,20260624T100000,20251105T155511,20251105T155511,Interpellationsdebatter,"['', '']",,;X-RD-TLISTA:;X-RD-FLISTA:,aktivitetlista/interpellationsdebatt/2026-06-24,d3a145ec-3ce4-4ed5-9326-10e4ddea5494,HDC120260624ip,,,Safir,2025/26,09:00:00-0
"kammaren,interpellationsdebatt,Interpellationsdebatter,kamm",Kammaren,RDHDC120260623ip,TRANSPARENT,20260623T100100,20260623T110100,20251105T155516,20251105T155516,Interpellationsdebatter,"['Ingen starttid', '']",,;X-RD-TLISTA:;X-RD-FLISTA:,aktivitetlista/interpellationsdebatt/2026-06-23,885f97f1-2be1-4188-95d6-773f2ee8b596,HDC120260623ip,,Ingen starttid,Safir,2025/26,10:01:00-1
"kammaren,återrapportering,Information från regeringen,kamm",Kammaren,RDHDC120260623ar,TRANSPARENT,20260623T100000,20260623T110000,20251105T155515,20251105T155515,Återrapportering från Europeiska rådets möte,"['', '']",,;X-RD-TLISTA:;X-RD-FLISTA:,,ea6a0442-56a6-41f3-bbfe-0a4d3d1f9739,HDC120260623ar,,,Safir,2025/26,10:00:00-0
"kammaren,interpellationsdebatt,Interpellationsdebatter,kamm",Kammaren,RDHDC120260622ip,TRANSPARENT,20260622T110000,20260622T120000,20251105T155512,20251105T155512,Interpellationsdebatter,"['', '']",,;X-RD-TLISTA:;X-RD-FLISTA:,aktivitetlista/interpellationsdebatt/2026-06-22,d16656a3-7b4d-44f8-ba3b-5dee027c8554,HDC120260622ip,,,Safir,2025/26,11:00:00-0
"kammaren,interpellationsdebatt,Interpellationsdebatter,kamm",Kammaren,RDHDC120260618ip,TRANSPARENT,20260618T090000,20260618T100000,20251105T155519,20251105T155519,Interpellationsdebatter,"['', '']",,;X-RD-TLISTA:;X-RD-FLISTA:,aktivitetlista/interpellationsdebatt/2026-06-18,efd5eefa-a05d-43ec-b2b6-0928ec179e6c,HDC120260618ip,,,Safir,2025/26,09:00:00-0
"kammaren,interpellationsdebatt,Interpellationsdebatter,kamm",Kammaren,RDHDC120260617ip,TRANSPARENT,20260617T090300,20260617T100300,20260318T123124,20260318T123124,Interpellationsdebatter,"['Ingen starttid', '']",,;X-RD-TLISTA:;X-RD-FLISTA:,aktivitetlista/interpellationsdebatt/2026-06-17,dfe0f0e4-f050-48c6-910d-53e257287dc5,HDC120260617ip,,Ingen starttid,Safir,2025/26,09:03:00-3
"kammaren,avslutning,Övriga aktiviteter,kamm",Kammaren,RDHDC120260617av,TRANSPARENT,20260617T090200,20260617T100200,20260318T123124,20260318T123124,Avslutning,"['Ingen starttid', '']",,;X-RD-TLISTA:;X-RD-FLISTA:,,c3787832-aab0-41aa-8bfc-9aebfd346676,HDC120260617av,,Ingen starttid,Safir,2025/26,09:02:00-2
"kammaren,votering,Debatt och beslut,kamm",Kammaren,RDHDC120260617vo,TRANSPARENT,20260617T090100,20260617T100100,20260318T123124,20260318T123124,Beslut,"['Efter debattens slut', '\\n2025/26:SkU30 Utökade befogenheter inom folkbokföring\\n\\n2025/26:JuU45 Stärkt skydd mot utlänningar som utgör kvalificerade säkerhetshot\\n\\n2025/26:JuU44 En betald polisutbildning\\n\\n2025/26:SfU25 Utdelning av överskott i inkomstpensionssystemet\\n\\n2025/26:FiU24 Uppföljning och utvärdering av Riksbankens penningpolitik 2025\\n\\n2025/26:FiU27 Utvärdering av svensk penningpolitik 2015–2024\\n\\n2025/26:FiU47 Uppskov med behandling av ärenden\\n\\n2025/26:UbU30 Skärpta villkor för friskolesektorn\\n']",,"dok_id{HD01SkU30,HD01JuU45,HD01JuU44,HD01SfU25,HD01FiU24,HD01FiU27,HD01FiU47,HD01UbU30};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-06-17,8b14240d-2ae9-4b98-83ae-04d6b42b591a,HDC120260617vo,,Efter debattens slut,Safir,2025/26,09:01:00-1
"kammaren,arbetsplenum,Debatt och beslut,kamm",Kammaren,RDHDC120260617ap,TRANSPARENT,20260617T090000,20260617T100000,20260318T123124,20260318T123124,Debatt om förslag,"['', '\\n\\n2025/26:SkU30 Utökade befogenheter inom folkbokföring\\n\\n2025/26:JuU45 Stärkt skydd mot utlänningar som utgör kvalificerade säkerhetshot\\n\\n2025/26:JuU44 En betald polisutbildning\\n\\n2025/26:SfU25 Utdelning av överskott i inkomstpensionssystemet\\n\\n2025/26:FiU24 Uppföljning och utvärdering av Riksbankens penningpolitik 2025\\n\\n2025/26:FiU27 Utvärdering av svensk penningpolitik 2015–2024\\n\\n2025/26:FiU47 Uppskov med behandling av ärenden\\n\\n2025/26:UbU30 Skärpta villkor för friskolesektorn\\n\\n']",,"dok_id{HD01SkU30,HD01JuU45,HD01JuU44,HD01SfU25,HD01FiU24,HD01FiU27,HD01FiU47,HD01UbU30};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-06-17,6dae0911-e469-4c39-9863-1d655f5a0260,HDC120260617ap,,,Safir,2025/26,09:00:00-0
"kammaren,votering,Debatt och beslut,kamm",Kammaren,RDHDC120260616vo,TRANSPARENT,20260616T153000,20260616T163000,20260318T123124,20260318T123124,Beslut,"['', '\\n2025/26:KU20 Granskningsbetänkande\\n\\n2025/26:KU11 Justitieombudsmännens ämbetsberättelse\\n\\n2025/26:KU21 Behandlingen av riksdagens skrivelser\\n\\n2025/26:MJU28 Ersättning vid rådighetsinskränkningar till följd av artskyddet\\n\\n2025/26:MJU29 Ett tydligt regelverk för ett aktivt skogsbruk\\n\\n2025/26:FiU45 Stickprovsinsamling av uppgifter om hushållens skulder\\n\\n2025/26:TU24 En statlig e-legitimation och EU:s digitala identitetsplånbok\\n\\n2025/26:SfU33 Skärpt regelverk om utvisning på grund av brott\\n\\n2025/26:FöU19 Kärnämneskontroll och bedömningar av överensstämmelse med säkerhets- och strålskyddskrav i verksamhet med strålning\\n\\n2025/26:FöU20 Förbättrade förutsättningar för operativt militärt samarbete\\n\\n2025/26:AU13 Frihet från våld\\, förtryck och utnyttjande - en nationell strategi mot mäns våld mot kvinnor\\, våld i nära relationer\\, hedersrelaterat våld och förtryck samt utnyttjande i prostitution och människohandel\\n\\n2025/26:TU20 Infrastrukturfrågor\\n\\n2025/26:TU23 Nya regler mot bedrägerier och annat vilseledande genom elektroniska kommunikationstjänster\\n\\n2025/26:FöU21 Personalförsörjning av det civila försvaret\\n\\n2025/26:SfU34 Riksrevisionens rapport om förvar i migrationsprocessen\\n']",,"dok_id{HD01KU20,HD01KU11,HD01KU21,HD01MJU28,HD01MJU29,HD01FiU45,HD01TU24,HD01SfU33,HD01FöU19,HD01FöU20,HD01AU13,HD01TU20,HD01TU23,HD01FöU21,HD01SfU34};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-06-16,fe9139ff-887a-4b27-b1b4-5f2b6bb207f7,HDC120260616vo,,,Safir,2025/26,15:30:00-1
"kammaren,arbetsplenum,Debatt och beslut,kamm",Kammaren,RDHDC120260616ap,TRANSPARENT,20260616T090000,20260616T100000,20260318T123124,20260318T123124,Debatt om förslag,"['', '\\n\\n2025/26:AU13 Frihet från våld\\, förtryck och utnyttjande - en nationell strategi mot mäns våld mot kvinnor\\, våld i nära relationer\\, hedersrelaterat våld och förtryck samt utnyttjande i prostitution och människohandel\\n\\n2025/26:TU20 Infrastrukturfrågor\\n\\n2025/26:TU23 Nya regler mot bedrägerier och annat vilseledande genom elektroniska kommunikationstjänster\\n\\n2025/26:FöU21 Personalförsörjning av det civila försvaret\\n\\n2025/26:SfU34 Riksrevisionens rapport om förvar i migrationsprocessen\\n\\n']",,"dok_id{HD01AU13,HD01TU20,HD01TU23,HD01FöU21,HD01SfU34};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-06-16,699a0e17-7e32-40b7-9a2a-5b514f422b5b,HDC120260616ap,,,Safir,2025/26,09:00:00-0
"kammaren,arbetsplenum,Debatt och beslut,kamm",Kammaren,RDHDC120260615ap,TRANSPARENT,20260615T100000,20260615T110000,20260318T122909,20260318T122909,Debatt om förslag,"['', '\\n\\n2025/26:KU20 Granskningsbetänkande\\n\\n2025/26:KU11 Justitieombudsmännens ämbetsberättelse\\n\\n2025/26:KU21 Behandlingen av riksdagens skrivelser\\n\\n2025/26:MJU28 Ersättning vid rådighetsinskränkningar till följd av artskyddet\\n\\n2025/26:MJU29 Ett tydligt regelverk för ett aktivt skogsbruk\\n\\n2025/26:FiU45 Stickprovsinsamling av uppgifter om hushållens skulder\\n\\n2025/26:TU24 En statlig e-legitimation och EU:s digitala identitetsplånbok\\n\\n2025/26:SfU33 Skärpt regelverk om utvisning på grund av brott\\n\\n2025/26:FöU19 Kärnämneskontroll och bedömningar av överensstämmelse med säkerhets- och strålskyddskrav i verksamhet med strålning\\n\\n2025/26:FöU20 Förbättrade förutsättningar för operativt militärt samarbete\\n\\n']",,"dok_id{HD01KU20,HD01KU11,HD01KU21,HD01MJU28,HD01MJU29,HD01FiU45,HD01TU24,HD01SfU33,HD01FöU19,HD01FöU20};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-06-15,2872f880-a03d-4807-9daa-d93af8014a59,HDC120260615ap,,,Safir,2025/26,10:00:00-0
"kammaren,arbetsplenum,Debatt och beslut,kamm",Kammaren,RDHDC120260613ap,TRANSPARENT,20260613T100000,20260613T110000,20260318T095412,20260318T095412,Debatt om förslag,"['', '']",,;X-RD-TLISTA:;X-RD-FLISTA:,aktivitetlista/arbetsplenum/2026-06-13,57ef1782-de04-425f-932b-af777ce7e884,HDC120260613ap,,,Safir,2025/26,10:00:00-0
"kammaren,interpellationsdebatt,Interpellationsdebatter,kamm",Kammaren,RDHDC120260612ip,TRANSPARENT,20260612T090000,20260612T100000,20251105T155431,20251105T155431,Interpellationsdebatter,"['', '']",,;X-RD-TLISTA:;X-RD-FLISTA:,aktivitetlista/interpellationsdebatt/2026-06-12,bebd9172-2b36-43e0-b021-34480e504227,HDC120260612ip,,,Safir,2025/26,09:00:00-0
"kammaren,votering,Debatt och beslut,kamm",Kammaren,RDHDC120260611vo,TRANSPARENT,20260611T152000,20260611T162000,20260318T124727,20260318T124727,Beslut,"['', '\\n2025/26:NU27 Ändamålsenliga säkerhets- och strålskyddskrav för utvinning och bearbetning av kärnämnen\\n\\n2025/26:NU24 Ny kärnkraft i Sverige – fler möjliga platser vid kusten\\n\\n2025/26:NU25 Nya lagar om elsystemet\\n\\n2025/26:SfU35 En ny mottagandelag\\n\\n2025/26:SoU34 En mer sammanhållen vård för personer med skadligt bruk och beroende och andra psykiatriska tillstånd\\n']",,"dok_id{HD01NU27,HD01NU24,HD01NU25,HD01SfU35,HD01SoU34};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-06-11,d142f28e-9281-4f08-81a2-357f869b7831,HDC120260611vo,,,Safir,2025/26,15:20:00-2
"kammaren,frågestund,Frågestunder,kamm",Kammaren,RDHDC120260611fs,TRANSPARENT,20260611T140000,20260611T150000,20260318T124727,20260318T124727,Frågestund,"['', '\\nVid frågestunden svarar ministrarna i regeringen på frågor från riksdagsledamöterna direkt i kammaren.\\n\\n Frågor besvaras av: \\n\\nLandsbygdsminister Peter Kullgren (KD)\\n\\nGymnasie-\\, högskole- och forskningsminister Lotta Edholm (L)\\n\\nJustitieminister Gunnar Strömmer (M)\\n\\nBistånds- och utrikeshandelsminister Benjamin Dousa (M)\\n\\nLandsbygdsminister Peter Kullgren (KD) besvarar såväl allmänpolitiska frågor som frågor inom sitt eget ansvarsområde.\\n\\nListan över ministrar som deltar är preliminär.\\n']",,;X-RD-TLISTA:;X-RD-FLISTA:,,8002bae5-1d94-4095-9851-c32db722ba85,HDC120260611fs,,,Safir,2025/26,14:00:00-1
"kammaren,arbetsplenum,Debatt och beslut,kamm",Kammaren,RDHDC120260611ap,TRANSPARENT,20260611T120000,20260611T130000,20260318T124727,20260318T124727,Debatt om förslag,"['', '\\n\\n2025/26:NU27 Ändamålsenliga säkerhets- och strålskyddskrav för utvinning och bearbetning av kärnämnen\\n\\n2025/26:NU24 Ny kärnkraft i Sverige – fler möjliga platser vid kusten\\n\\n2025/26:NU25 Nya lagar om elsystemet\\n\\n2025/26:SfU35 En ny mottagandelag\\n\\n2025/26:SoU34 En mer sammanhållen vård för personer med skadligt bruk och beroende och andra psykiatriska tillstånd\\n\\n']",,"dok_id{HD01NU27,HD01NU24,HD01NU25,HD01SfU35,HD01SoU34};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-06-11,61c2b689-3d12-42de-8045-26191b25194f,HDC120260611ap,,,Safir,2025/26,12:00:00-0
"kammaren,votering,Debatt och beslut,kamm",Kammaren,RDHDC120260610vo,TRANSPARENT,20260610T160000,20260610T170000,20260318T124729,20260318T124729,Beslut,"['', '\\n2025/26:UU17 Humanitärt bistånd\\n\\n2025/26:AU14 Tidsbegränsat boende för vissa nyanlända invandrare - en ny lag om bosättning\\n\\n2025/26:KU17 Riksrevisionens årsredovisning för 2025\\n\\n2025/26:KU40 Verksamhetsredogörelser för riksdagens nämnder\\n\\n2025/26:KU41 Kommittéberättelse – kommittéernas verksamhet under 2025 m.m.\\n\\n2025/26:SkU24 Effektivare kontrollmöjligheter i systemen för rot\\, rut\\, grön teknik och personalliggare\\n\\n2025/26:SkU29 Förbättrade regler för svensk tonnagebeskattning\\n\\n2025/26:SkU31 Höjd skatt på viss tobak\\n\\n2025/26:SkU35 Vissa justeringar i inkomstskattelagen med anledning av förändrade ersättningar för nyanlända\\n\\n2025/26:TU18 Interoperabilitet vid datadelning inom den offentliga förvaltningen\\n\\n2025/26:TU21 En ny organisation för hamnskyddet\\n\\n2025/26:TU22 Ny lag om kommunal hamnverksamhet\\n']",,"dok_id{HD01UU17,HD01AU14,HD01KU17,HD01KU40,HD01KU41,HD01SkU24,HD01SkU29,HD01SkU31,HD01SkU35,HD01TU18,HD01TU21,HD01TU22};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-06-10,1b13dfcf-4ae0-4967-ad4d-11b7c0f33f97,HDC120260610vo,,,Safir,2025/26,16:00:00-2
"kammaren,arbetsplenum,Debatt och beslut,kamm",Kammaren,RDHDC120260610ap,TRANSPARENT,20260610T090000,20260610T100000,20260318T124729,20260318T124729,Debatt om förslag,"['Ingen starttid', '\\n\\n2025/26:UU17 Humanitärt bistånd\\n\\n2025/26:AU14 Tidsbegränsat boende för vissa nyanlända invandrare - en ny lag om bosättning\\n\\n2025/26:KU17 Riksrevisionens årsredovisning för 2025\\n\\n2025/26:KU40 Verksamhetsredogörelser för riksdagens nämnder\\n\\n2025/26:KU41 Kommittéberättelse – kommittéernas verksamhet under 2025 m.m.\\n\\n2025/26:SkU24 Effektivare kontrollmöjligheter i systemen för rot\\, rut\\, grön teknik och personalliggare\\n\\n2025/26:SkU29 Förbättrade regler för svensk tonnagebeskattning\\n\\n2025/26:SkU31 Höjd skatt på viss tobak\\n\\n2025/26:SkU35 Vissa justeringar i inkomstskattelagen med anledning av förändrade ersättningar för nyanlända\\n\\n2025/26:TU18 Interoperabilitet vid datadelning inom den offentliga förvaltningen\\n\\n2025/26:TU21 En ny organisation för hamnskyddet\\n\\n2025/26:TU22 Ny lag om kommunal hamnverksamhet\\n\\n']",,"dok_id{HD01UU17,HD01AU14,HD01KU17,HD01KU40,HD01KU41,HD01SkU24,HD01SkU29,HD01SkU31,HD01SkU35,HD01TU18,HD01TU21,HD01TU22};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-06-10,34be1e99-8441-42f1-8d27-37cf11977214,HDC120260610ap,,Ingen starttid,Safir,2025/26,09:00:00-1
"kammaren,partiledardebatt,Övriga debatter,kamm",Kammaren,RDHDC120260610pd,TRANSPARENT,20260610T090000,20260610T100000,20260318T124729,20260318T124729,Partiledardebatt,"['', '']",,;X-RD-TLISTA:;X-RD-FLISTA:,,9502e170-0019-4597-8003-5ff56a5c2e2e,HDC120260610pd,,,Safir,2025/26,09:00:00-0
"kammaren,partiledardebatt,Övriga debatter,kamm",Kammaren,RDHDC120260610pd1tt,TRANSPARENT,20260610T090000,20260610T100000,20260218T133938,20260218T133938,Partiledardebatt – teckenspråkstolkad,"['', '\\nI partiledardebatten får partiledarna för alla riksdagspartier argumentera för den politik de vill föra. \\n\\nTid: \\nKlockan 9\\n\\nPlats:\\n Kammaren\\, Riksgatan 3 \\n\\nHitta till riksdagen\\n\\nPartiledardebatten är öppen för allmänheten och media och tolkas till teckenspråk och engelska. Debatten sänds via webb-tv och går att se både direkt och i efterhand.\\n']",,;X-RD-TLISTA:;X-RD-FLISTA:,,cms7f3ce817-f40d-4b14-953a-2b08b8d9a081swl,HDC120260610pd1tt,,,cms2023,2025/26,09:00-0
"kammaren,partiledardebatt,Övriga debatter,kamm",Kammaren,RDHDC120260610pd2en,TRANSPARENT,20260610T090000,20260610T100000,20260218T134015,20260218T134015,Debate between party leaders,"['', '\\nDuring debates between party leaders\\, the leaders of all the parties represented in the Riksdag can argue in favour of the policies they wish to pursue.\\nThe debate is interpreted into sign language and English and broadcast via the Riksdag webcast service. It can be viewed live and on-demand.\\nAbout interpretation\\nA simultaneous interpretation of the debate is provided in English. The simultaneous interpretation is not an authorised translation. In the case of differences between the interpretation and what originally was said by each of the speakers in the debate\\, please check against the delivery of the original speaker.\\n']",,;X-RD-TLISTA:;X-RD-FLISTA:,,cms7f3ce817-f40d-4b14-953a-2b08b8d9a081en,HDC120260610pd2en,,,cms2023,2025/26,09:00-0
"kammaren,votering,Debatt och beslut,kamm",Kammaren,RDHDC120260609vo,TRANSPARENT,20260609T153000,20260609T163000,20260318T095512,20260318T095512,Beslut,"['', '\\n2025/26:UbU26 Ett likvärdigt betygssystem\\n\\n2025/26:UbU18 Stiftelsen Riksbankens Jubileumsfonds verksamhet och årsredovisning 2025\\n\\n2025/26:UU9 Strategisk exportkontroll\\n\\n2025/26:UU18 Ett modernt anpassat regelverk för krigsmateriel\\n\\n2025/26:SoU28 Riksrevisionens rapport om Inspektionen för vård och omsorgs hantering av enskildas klagomål på hälso- och sjukvården\\n\\n2025/26:SoU32 Stärkt medicinsk kompetens i kommunal hälso-och sjukvård\\n\\n2025/26:SoU35 Receptfria läkemedel med krav på särskild rådgivning\\n\\n2025/26:FiU20 Riktlinjer för den ekonomiska politiken och budgetpolitiken\\n\\n2025/26:FiU21 Vårändringsbudget för 2026\\n\\n2025/26:FiU30 Årsredovisning för staten 2025\\n\\n2025/26:SkU34 Redovisning av skatteutgifter 2026\\n\\n2025/26:CU43 Riksrevisionens rapport om statens insatser för trygga bostadsaffärer\\n\\n2025/26:FöU14 En ny lag för ökad motståndskraft hos kritiska verksamhetsutövare\\n\\n2025/26:FöU22 Inriktning för omhändertagandet av använt kärnbränsle och radioaktivt avfall\\n']",,"dok_id{HD01UbU26,HD01UbU18,HD01UU9,HD01UU18,HD01SoU28,HD01SoU32,HD01SoU35,HD01FiU20,HD01FiU21,HD01FiU30,HD01SkU34,HD01CU43,HD01FöU14,HD01FöU22};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-06-09,e0ff78ba-4e5c-46da-9f34-96cd962b910f,HDC120260609vo,,,Safir,2025/26,15:30:00-1
"kammaren,arbetsplenum,Debatt och beslut,kamm",Kammaren,RDHDC120260609ap,TRANSPARENT,20260609T090000,20260609T100000,20260318T095512,20260318T095512,Debatt om förslag,"['', '\\n\\n2025/26:FiU20 Riktlinjer för den ekonomiska politiken och budgetpolitiken\\n\\n2025/26:FiU21 Vårändringsbudget för 2026\\n\\n2025/26:FiU30 Årsredovisning för staten 2025\\n\\n2025/26:SkU34 Redovisning av skatteutgifter 2026\\n\\n2025/26:CU43 Riksrevisionens rapport om statens insatser för trygga bostadsaffärer\\n\\n2025/26:FöU14 En ny lag för ökad motståndskraft hos kritiska verksamhetsutövare\\n\\n2025/26:FöU22 Inriktning för omhändertagandet av använt kärnbränsle och radioaktivt avfall\\n\\n']",,"dok_id{HD01FiU20,HD01FiU21,HD01FiU30,HD01SkU34,HD01CU43,HD01FöU14,HD01FöU22};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-06-09,066333c8-503c-43d7-8ecf-e79234e97190,HDC120260609ap,,,Safir,2025/26,09:00:00-0
"kammaren,arbetsplenum,Debatt och beslut,kamm",Kammaren,RDHDC120260608ap,TRANSPARENT,20260608T100000,20260608T110000,20260317T142320,20260317T142320,Debatt om förslag,"['', '\\n\\n2025/26:UbU26 Ett likvärdigt betygssystem\\n\\n2025/26:UbU18 Stiftelsen Riksbankens Jubileumsfonds verksamhet och årsredovisning 2025\\n\\n2025/26:UU9 Strategisk exportkontroll\\n\\n2025/26:UU18 Ett modernt anpassat regelverk för krigsmateriel\\n\\n2025/26:SoU28 Riksrevisionens rapport om Inspektionen för vård och omsorgs hantering av enskildas klagomål på hälso- och sjukvården\\n\\n2025/26:SoU32 Stärkt medicinsk kompetens i kommunal hälso-och sjukvård\\n\\n2025/26:SoU35 Receptfria läkemedel med krav på särskild rådgivning\\n\\n']",,"dok_id{HD01UbU26,HD01UbU18,HD01UU9,HD01UU18,HD01SoU28,HD01SoU32,HD01SoU35};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-06-08,9f1748a3-786c-4410-891a-ca7e8521478e,HDC120260608ap,,,Safir,2025/26,10:00:00-0
"kammaren,interpellationsdebatt,Interpellationsdebatter,kamm",Kammaren,RDHDC120260605ip,TRANSPARENT,20260605T090000,20260605T100000,20260317T142320,20260317T142320,Interpellationsdebatter,"['', '']",,;X-RD-TLISTA:;X-RD-FLISTA:,aktivitetlista/interpellationsdebatt/2026-06-05,fb20441c-ccc3-47c3-ab49-6ab18f0fa433,HDC120260605ip,,,Safir,2025/26,09:00:00-0
"kammaren,votering,Debatt och beslut,kamm",Kammaren,RDHDC120260604vo,TRANSPARENT,20260604T152000,20260604T162000,20260318T131231,20260318T131231,Beslut,"['', '\\n2025/26:UU10 Verksamheten i Europeiska unionen under 2025\\n\\n2025/26:UbU25 Tid för undervisningsuppdraget\\n\\n2025/26:NU22 Nya verktyg för att stärka konkurrens i privat och offentlig verksamhet\\n\\n2025/26:NU23 Privatkopieringsersättning\\n']",,"dok_id{HD01UU10,HD01UbU25,HD01NU22,HD01NU23};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-06-04,4b19e9cd-5d3b-49a2-9a7b-684884633686,HDC120260604vo,,,Safir,2025/26,15:20:00-2
"kammaren,frågestund,Frågestunder,kamm",Kammaren,RDHDC120260604fs,TRANSPARENT,20260604T140000,20260604T150000,20260318T131231,20260318T131231,Frågestund,"['', '\\nVid frågestunden svarar ministrarna i regeringen på frågor från riksdagsledamöterna direkt i kammaren.\\n\\n Frågor besvaras av: \\n\\nUtrikesminister Maria Malmer Stenergard (M)\\n\\nFörsvarsminister Pål Jonson (M)\\n\\nSocialminister Jakob Forssmed (KD)\\n\\nArbetsmarknadsminister och vikarierande klimat- och miljöminister Johan Britz (L)\\n\\nUtrikesminister Maria Malmer Stenergard (M) besvarar såväl allmänpolitiska frågor som frågor inom sitt eget ansvarsområde.\\n\\nListan över ministrar som deltar är preliminär.\\n']",,;X-RD-TLISTA:;X-RD-FLISTA:,,3a0dec11-c05d-4969-a5a1-1c4886633f6f,HDC120260604fs,,,Safir,2025/26,14:00:00-1
"kammaren,arbetsplenum,Debatt och beslut,kamm",Kammaren,RDHDC120260604ap,TRANSPARENT,20260604T120000,20260604T130000,20260318T131231,20260318T131231,Debatt om förslag,"['', '\\n\\n2025/26:UU10 Verksamheten i Europeiska unionen under 2025\\n\\n2025/26:UbU25 Tid för undervisningsuppdraget\\n\\n2025/26:NU22 Nya verktyg för att stärka konkurrens i privat och offentlig verksamhet\\n\\n2025/26:NU23 Privatkopieringsersättning\\n\\n']",,"dok_id{HD01UU10,HD01UbU25,HD01NU22,HD01NU23};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-06-04,569853d9-1cba-4fb6-9639-933c6a11df9a,HDC120260604ap,,,Safir,2025/26,12:00:00-0
"kammaren,votering,Debatt och beslut,kamm",Kammaren,RDHDC120260603vo,TRANSPARENT,20260603T160000,20260603T170000,20260318T131231,20260318T131231,Beslut,"['', '\\n2025/26:JuU38 Ett förstärkt samhällsskydd och tydligare reaktioner vid återfall i brott\\n\\n2025/26:JuU41 Skärpta regler för unga lagöverträdare\\n\\n2025/26:JuU42 Dubbla straff för brott i kriminella nätverk och skärpta straffskalor\\n\\n2025/26:UU19 Verksamheten i Nato 2025\\n\\n2025/26:CU38 Ersättningsregler med brottsoffret i fokus\\n\\n2025/26:FöU16 Ändrade regler om tillstånd och tillsyn för Totalförsvarets forskningsinstitut\\n\\n2025/26:FöU17 Sveriges militära stöd till Ukraina\\n\\n2025/26:FöU18 Signalspaning i försvarsunderrättelseverksamhet – en modern och ändamålsenlig lagstiftning\\n\\n2025/26:KrU9 Ny inriktning för arbetet med arkitektur\\, form och design\\n\\n2025/26:JuU33 Effektivare gränsöverskridande inhämtning av elektroniska bevis\\n\\n2025/26:JuU35 Tillfällig verkställighet av svenska fängelsestraff utomlands\\n\\n2025/26:JuU37 Bättre möjlighet att utreda brott av unga lagöverträdare och några andra processrättsliga frågor\\n\\n2025/26:FiU41 EU:s bankpaket\\n\\n2025/26:SfU36 Skärpta och tydligare krav på vandel för uppehållstillstånd\\n\\n2025/26:UbU23 Nya läroplaner – för en stark kunskapsskola\\n\\n2025/26:UbU24 Förbättrat stöd i skolan\\n\\n2025/26:MJU27 Stärkt kontroll av fusk i livsmedelskedjan\\n']",,"dok_id{HD01JuU38,HD01JuU41,HD01JuU42,HD01UU19,HD01CU38,HD01FöU16,HD01FöU17,HD01FöU18,HD01KrU9,HD01JuU33,HD01JuU35,HD01JuU37,HD01FiU41,HD01SfU36,HD01UbU23,HD01UbU24,HD01MJU27};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-06-03,72ce6d8f-1db8-455c-8974-914b32df8edd,HDC120260603vo,,,Safir,2025/26,16:00:00-1
